"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"YI","111, Inc.","9.35","n/a","2018","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/yi",
"PIH","1347 Property Insurance Holdings, Inc.","6.34","$37.94M","2014","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/pih",
"PIHPP","1347 Property Insurance Holdings, Inc.","24.65","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/pihpp",
"TURN","180 Degree Capital Corp.","2.15","$66.91M","n/a","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/turn",
"FLWS","1-800 FLOWERS.COM, Inc.","11.07","$715.03M","1999","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/flws",
"FCCY","1st Constitution Bancorp (NJ)","19.29","$161.64M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/fccy",
"SRCE","1st Source Corporation","49.45","$1.28B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/srce",
"VNET","21Vianet Group, Inc.","10.12","$1.13B","2011","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/vnet",
"XXII","22nd Century Group, Inc","2.81","$349.49M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/xxii",
"TWOU","2U, Inc.","64.31","$3.69B","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/twou",
"DDD","3D Systems Corporation","17.33","$1.98B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ddd",
"MMM","3M Company","198.23","$116.28B","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mmm",
"TPNL","3PEA International, Inc.","3.88","$169.44M","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/tpnl",
"WBAI","500.com Limited","8.85","$373.96M","2013","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/wbai",
"JOBS","51job, Inc.","61.39","$3.79B","2004","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/jobs",
"WUBA","58.com Inc.","65.97","$9.73B","2013","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/wuba",
"EGHT","8x8 Inc","18.32","$1.71B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/eght",
"EGHT","8x8 Inc","18.32","$1.71B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/eght",
"AHC","A.H. Belo Corporation","4.5","$97.64M","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/ahc",
"ATEN","A10 Networks, Inc.","5.57","$404.98M","2014","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/aten",
"AAC","AAC Holdings, Inc.","6.92","$170.21M","2014","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/aac",
"AAON","AAON, Inc.","31.89","$1.67B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aaon",
"AIR","AAR Corp.","43.54","$1.53B","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/air",
"AAN","Aaron&#39;s,  Inc.","49.87","$3.62B","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/aan",
"ABB","ABB Ltd","21.26","$45.32B","n/a","Consumer Durables","Electrical Products","https://www.nasdaq.com/symbol/abb",
"ABT","Abbott Laboratories","69.33","$121.63B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/abt",
"ABBV","AbbVie Inc.","90.69","$137.33B","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/abbv",
"ABEO","Abeona Therapeutics Inc.","10.4","$498.61M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/abeo",
"ABEOW","Abeona Therapeutics Inc.","5.85","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/abeow",
"ANF","Abercrombie & Fitch Company","18.43","$1.23B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/anf",
"FAX","Aberdeen Asia-Pacific Income Fund Inc","3.98","$1B","1986","n/a","n/a","https://www.nasdaq.com/symbol/fax",
"IAF","Aberdeen Australia Equity Fund Inc","5.31","$120.76M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/iaf",
"AEF","Aberdeen Emerging Markets Equity Income Fund, Inc.","6.5","$393.24M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aef",
"AGD","Aberdeen Global Dynamic Dividend Fund","9.58","$120.22M","2006","n/a","n/a","https://www.nasdaq.com/symbol/agd",
"FCO","Aberdeen Global Income Fund, Inc.","8.27","$72.15M","1992","n/a","n/a","https://www.nasdaq.com/symbol/fco",
"AWP","Aberdeen Global Premier Properties Fund","5.49","$468.89M","2007","n/a","n/a","https://www.nasdaq.com/symbol/awp",
"ACP","Aberdeen Income Credit Strategies Fund","13.73","$179.51M","2011","n/a","n/a","https://www.nasdaq.com/symbol/acp",
"JEQ","Aberdeen Japan Equity Fund, Inc. ","7.8299","$104.84M","1992","n/a","n/a","https://www.nasdaq.com/symbol/jeq",
"AOD","Aberdeen Total Dynamic Dividend Fund","8.25","$887.65M","2007","n/a","n/a","https://www.nasdaq.com/symbol/aod",
"ABIL","Ability Inc.","3.05","$10.08M","2014","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/abil",
"ABMD","ABIOMED, Inc.","384.78","$17.27B","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/abmd",
"ABM","ABM Industries Incorporated","30.52","$2.01B","n/a","Finance","Diversified Commercial Services","https://www.nasdaq.com/symbol/abm",
"ABP","Abpro Corporation","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/abp",
"AXAS","Abraxas Petroleum Corporation","2.19","$365.1M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/axas",
"ACIU","AC Immune SA","8.64","$582.01M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aciu",
"ACIA","Acacia Communications, Inc.","37.6","$1.52B","2016","Technology","Semiconductors","https://www.nasdaq.com/symbol/acia",
"ACTG","Acacia Research Corporation","3.12","$154.42M","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/actg",
"ACHC","Acadia Healthcare Company, Inc.","33.3","$2.94B","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/achc",
"ACAD","ACADIA Pharmaceuticals Inc.","21.72","$2.72B","2004","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/acad",
"AKR","Acadia Realty Trust","26.66","$2.17B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/akr",
"ACST","Acasti Pharma, Inc.","1.21","$44.38M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/acst",
"AXDX","Accelerate Diagnostics, Inc.","16.55","$895.82M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/axdx",
"ACCP","Accelerated Pharma, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/accp",
"XLRN","Acceleron Pharma Inc.","49.86","$2.29B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/xlrn",
"ACN","Accenture plc","159.44","$102.03B","2001","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/acn",
"ANCX","Access National Corporation","27.07","$562.99M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/ancx",
"ACCO","Acco Brands Corporation","10.2","$1.07B","n/a","Consumer Durables","Publishing","https://www.nasdaq.com/symbol/acco",
"ARAY","Accuray Incorporated","3.745","$323.93M","2007","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/aray",
"ACRX","AcelRx Pharmaceuticals, Inc.","3.98","$241.19M","2011","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/acrx",
"ACER","Acer Therapeutics Inc.","24.84","$249.72M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/acer",
"ACET","Aceto Corporation","2.21","$68.04M","n/a","Health Care","Other Pharmaceuticals","https://www.nasdaq.com/symbol/acet",
"AKAO","Achaogen, Inc.","3.72","$168.18M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/akao",
"ACHV","Achieve Life Sciences, Inc. ","2.26","$10.29M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/achv",
"ACHN","Achillion Pharmaceuticals, Inc.","3.13","$433.77M","2006","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/achn",
"ACIW","ACI Worldwide, Inc.","25.5","$2.95B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/aciw",
"ACRS","Aclaris Therapeutics, Inc.","13.58","$420.72M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/acrs",
"ACMR","ACM Research, Inc.","10.27","$163.1M","2017","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/acmr",
"ACU","Acme United Corporation.","21.36","$72.07M","1988","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/acu",
"ACNB","ACNB Corporation","34.88","$245.51M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/acnb",
"ACOR","Acorda Therapeutics, Inc.","17.68","$839.51M","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/acor",
"ATV","Acorn International, Inc.","21.2","$56.82M","2007","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/atv",
"ATNM","Actinium Pharmaceuticals, Inc.","0.7566","$83.58M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/atnm",
"ATVI","Activision Blizzard, Inc","77.92","$59.41B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/atvi",
"ATU","Actuant Corporation","24.72","$1.51B","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/atu",
"AYI","Acuity Brands Inc","122.77","$4.93B","n/a","Consumer Durables","Building Products","https://www.nasdaq.com/symbol/ayi",
"GOLF","Acushnet Holdings Corp.","24.58","$1.84B","2016","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/golf",
"ADMS","Adamas Pharmaceuticals, Inc.","18.17","$494.05M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/adms",
"ADMP","Adamis Pharmaceuticals Corporation","2.85","$134.78M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/admp",
"ADX","Adams Diversified Equity Fund, Inc.","15.6","$1.58B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/adx",
"PEO","Adams Natural Resources Fund, Inc.","18.96","$549.76M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/peo",
"AE","Adams Resources & Energy, Inc.","40.34","$170.14M","n/a","Energy","Oil Refining/Marketing","https://www.nasdaq.com/symbol/ae",
"ADAP","Adaptimmune Therapeutics plc","12.41","$1.3B","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/adap",
"ADUS","Addus HomeCare Corporation","62.61","$732.37M","2009","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/adus",
"AEY","ADDvantage Technologies Group, Inc.","1.34","$13.81M","n/a","Consumer Services","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/aey",
"AGRO","Adecoagro S.A.","7.75","$903.3M","2011","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/agro",
"IOTS","Adesto Technologies Corporation","4.51","$132M","2015","Technology","Semiconductors","https://www.nasdaq.com/symbol/iots",
"ADIL","Adial Pharmaceuticals, Inc","2.61","$17.06M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/adil",
"ADILW","Adial Pharmaceuticals, Inc","0.28","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/adilw",
"ADNT","Adient plc","30.18","$2.82B","2016","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/adnt",
"ADMA","ADMA Biologics Inc","5.23","$242.41M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/adma",
"ADBE","Adobe Inc.","248.87","$121.48B","1986","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/adbe",
"ADOM","ADOMANI, Inc.","0.5167","$37.46M","2017","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/adom",
"ADT","ADT Inc.","7.52","$5.77B","2018","Consumer Services","Diversified Commercial Services","https://www.nasdaq.com/symbol/adt",
"ATGE","Adtalem Global Education Inc.","45.79","$2.72B","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/atge",
"ADTN","ADTRAN, Inc.","16.96","$809.66M","1994","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/adtn",
"ADRO","Aduro Biotech, Inc.","6.08","$480.68M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/adro",
"AAP","Advance Auto Parts Inc","165.12","$12.23B","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/aap",
"ADSW","Advanced Disposal Services, Inc.","25.67","$2.27B","2016","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/adsw",
"WMS","Advanced Drainage Systems, Inc.","27.96","$1.59B","2014","Capital Goods","Containers/Packaging","https://www.nasdaq.com/symbol/wms",
"ADES","Advanced Emissions Solutions, Inc.","10.64","$214M","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/ades",
"AEIS","Advanced Energy Industries, Inc.","46.58","$1.82B","1995","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aeis",
"AMD","Advanced Micro Devices, Inc.","26.34","$25.68B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/amd",
"ASIX","AdvanSix Inc.","30.63","$929.04M","2016","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/asix",
"ADXS","Advaxis, Inc.","0.774","$53.79M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/adxs",
"ADXSW","Advaxis, Inc.","0.019","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/adxsw",
"AVK","Advent Claymore Convertible Securities and Income Fund","14.43","$498.2M","2003","n/a","n/a","https://www.nasdaq.com/symbol/avk",
"ADVM","Adverum Biotechnologies, Inc.","5.15","$322.87M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/advm",
"DWMC","AdvisorShares Dorsey Wright Micro-Cap ETF","22","$2.75M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwmc",
"DWSH","AdvisorShares Dorsey Wright Short ETF","27.02","$10.81M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwsh",
"ACT","AdvisorShares Vice ETF","26.13","$14.37M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/act",
"ACM","AECOM","30.75","$4.94B","2007","Consumer Services","Military/Government/Technical","https://www.nasdaq.com/symbol/acm",
"ANW","Aegean Marine Petroleum Network Inc.","1.21","$49.17M","2006","Energy","Oil Refining/Marketing","https://www.nasdaq.com/symbol/anw",
"AEGN","Aegion Corp","21.62","$698.57M","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/aegn",
"AGLE","Aeglea BioTherapeutics, Inc.","9.08","$199.71M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/agle",
"AEB","Aegon NV","22.94","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/aeb",
"AED","Aegon NV","25.34","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/aed",
"AEG","Aegon NV","6.13","$12.53B","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/aeg",
"AEH","Aegon NV","25.1","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/aeh",
"AEHR","Aehr Test Systems","2.09","$46.49M","1997","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/aehr",
"AMTX","Aemetis, Inc","1.17","$23.66M","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/amtx",
"AER","Aercap Holdings N.V.","52.69","$7.82B","2006","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/aer",
"AERI","Aerie Pharmaceuticals, Inc.","55.37","$2.5B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/aeri",
"ACY","AeroCentury Corp.","14.37","$20.36M","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/acy",
"HIVE","Aerohive Networks, Inc.","3.96","$219.08M","2014","Technology","EDP Services","https://www.nasdaq.com/symbol/hive",
"AJRD","Aerojet Rocketdyne Holdings, Inc. ","30.49","$2.31B","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/ajrd",
"AVAV","AeroVironment, Inc.","92.69","$2.22B","2007","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/avav",
"ARPO","Aerpio Pharmaceuticals, Inc.","2.6","$105.51M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arpo",
"AEZS","AEterna Zentaris Inc.","1.54","$25.32M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aezs",
"AEMD","Aethlon Medical, Inc.","1.16","$20.65M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/aemd",
"AET","Aetna Inc.","201.01","$65.81B","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/aet",
"GNMX","Aevi Genomic Medicine, Inc.","1.08","$64.09M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/gnmx",
"AMG","Affiliated Managers Group, Inc.","124.04","$6.63B","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/amg",
"AFMD","Affimed N.V.","3.38","$210.88M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/afmd",
"AFL","Aflac Incorporated","44.05","$33.82B","n/a","Finance","Accident &Health Insurance","https://www.nasdaq.com/symbol/afl",
"MITT","AG Mortgage Investment Trust, Inc.","16.99","$479.56M","2011","n/a","n/a","https://www.nasdaq.com/symbol/mitt",
"MITT^A","AG Mortgage Investment Trust, Inc.","25.35","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mitt^a",
"MITT^B","AG Mortgage Investment Trust, Inc.","25.1351","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mitt^b",
"AGCO","AGCO Corporation","55.46","$4.39B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/agco",
"UAVS","AgEagle Aerial Systems, Inc.","0.8495","$9.17M","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/uavs",
"AGEN","Agenus Inc.","1.95","$220.9M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/agen",
"AGRX","Agile Therapeutics, Inc.","0.74","$25.44M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/agrx",
"A","Agilent Technologies, Inc.","66.24","$21.12B","1999","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/a",
"AGYS","Agilysys, Inc.","15.58","$366.53M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/agys",
"AGIO","Agios Pharmaceuticals, Inc.","65.88","$3.82B","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/agio",
"AGMH","AGM Group Holdings Inc.","35.48","$756.29M","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/agmh",
"AGNC","AGNC Investment Corp.","17.76","$8.49B","2008","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/agnc",
"AGNCB","AGNC Investment Corp.","25.24","$8.74B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/agncb",
"AGNCN","AGNC Investment Corp.","25.48","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/agncn",
"AEM","Agnico Eagle Mines Limited","37.29","$8.74B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/aem",
"ADC","Agree Realty Corporation","51.46","$1.8B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/adc",
"AGFS","AgroFresh Solutions, Inc.","5.83","$294.34M","2014","Finance","Business Services","https://www.nasdaq.com/symbol/agfs",
"AGFSW","AgroFresh Solutions, Inc.","0.238","n/a","2014","Finance","Business Services","https://www.nasdaq.com/symbol/agfsw",
"ALRN","Aileron Therapeutics, Inc.","2.49","$36.7M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alrn",
"AIMT","Aimmune Therapeutics, Inc.","26.37","$1.54B","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aimt",
"AIRI","Air Industries Group","1.37","$37.3M","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/airi",
"AL","Air Lease Corporation","41.73","$4.34B","2011","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/al",
"APD","Air Products and Chemicals, Inc.","158.27","$34.7B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/apd",
"AIRT","Air T, Inc.","42.5","$86.85M","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/airt",
"ATSG","Air Transport Services Group, Inc","20.88","$1.23B","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/atsg",
"AYR","Aircastle Limited","19.79","$1.55B","2006","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/ayr",
"AIRG","Airgain, Inc.","12.62","$124.84M","2016","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/airg",
"AMCN","AirMedia Group Inc","0.405","$25.44M","2007","Technology","Advertising","https://www.nasdaq.com/symbol/amcn",
"AKS","AK Steel Holding Corporation","4.63","$1.46B","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/aks",
"AKAM","Akamai Technologies, Inc.","63","$10.68B","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/akam",
"AKTX","Akari Therapeutics Plc","1.81","$27.62M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aktx",
"AKCA","Akcea Therapeutics, Inc.","23.31","$2B","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/akca",
"AKBA","Akebia Therapeutics, Inc.","8.72","$497.45M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/akba",
"AKER","Akers Biosciences Inc","0.3538","$33.29M","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/aker",
"AKRX","Akorn, Inc.","6.2","$777.8M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/akrx",
"AKTS","Akoustis Technologies, Inc.","5.82","$129.74M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/akts",
"ALP^Q","Alabama Power Company","23.61","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/alp^q",
"ALG","Alamo Group, Inc.","83.51","$979.38M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/alg",
"AGI","Alamos Gold Inc.","4.89","$1.91B","2015","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/agi",
"ALRM","Alarm.com Holdings, Inc.","44.3","$2.11B","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/alrm",
"ALK","Alaska Air Group, Inc.","61.57","$7.58B","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/alk",
"ALSK","Alaska Communications Systems Group, Inc.","1.64","$87.22M","1999","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/alsk",
"AIN","Albany International Corporation","69.43","$2.24B","n/a","Basic Industries","Textiles","https://www.nasdaq.com/symbol/ain",
"ALB","Albemarle Corporation","95.09","$10.31B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/alb",
"ALBO","Albireo Pharma, Inc.","26.01","$311.34M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/albo",
"ABDC","Alcentra Capital Corp.","5.97","$80.77M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/abdc",
"AA","Alcoa Corporation","35.67","$6.65B","2016","Basic Industries","Aluminum","https://www.nasdaq.com/symbol/aa",
"ALDR","Alder BioPharmaceuticals, Inc.","13.27","$905.5M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aldr",
"ALDX","Aldeyra Therapeutics, Inc.","12.49","$261.98M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aldx",
"ALEX","Alexander & Baldwin, Inc.","20.06","$1.44B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/alex",
"ALX","Alexander&#39;s, Inc.","327.35","$1.67B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/alx",
"ARE","Alexandria Real Estate Equities, Inc.","120.04","$12.7B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/are",
"ARE^D","Alexandria Real Estate Equities, Inc.","33.71","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/are^d",
"AXU","Alexco Resource Corp","1.07","$115.56M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/axu",
"ALXN","Alexion Pharmaceuticals, Inc.","121.94","$27.18B","1996","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alxn",
"AQN","Algonquin Power & Utilities Corp.","9.82","$4.62B","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/aqn",
"BABA","Alibaba Group Holding Limited","147.29","$378.82B","2014","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/baba",
"ALCO","Alico, Inc.","33.27","$272.81M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/alco",
"ALGN","Align Technology, Inc.","327.5","$26.3B","2001","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/algn",
"ALIM","Alimera Sciences, Inc.","0.9616","$67.35M","2010","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alim",
"ALO","Alio Gold Inc.","0.805","$67.45M","2011","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/alo",
"ALJJ","ALJ Regional Holdings, Inc.","1.6","$60.67M","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/aljj",
"ALKS","Alkermes plc","41.64","$6.47B","1991","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alks",
"ALLK","Allakos Inc.","33.63","$1.42B","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/allk",
"Y","Alleghany Corporation","603.78","$9.02B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/y",
"ATI","Allegheny Technologies Incorporated","27.09","$3.4B","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/ati",
"ABTX","Allegiance Bancshares, Inc.","39.69","$530.56M","2015","Finance","Major Banks","https://www.nasdaq.com/symbol/abtx",
"ALGT","Allegiant Travel Company","119.73","$1.94B","2006","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/algt",
